fips,county_name,population
54079,"Putnam County, West Virginia",57347
54081,"Raleigh County, West Virginia",74303
54083,"Randolph County, West Virginia",28005
54085,"Ritchie County, West Virginia",8507
54087,"Roane County, West Virginia",14027
54089,"Summers County, West Virginia",11985
54091,"Taylor County, West Virginia",16602
54093,"Tucker County, West Virginia",6747
54095,"Tyler County, West Virginia",8336
54097,"Upshur County, West Virginia",23875
54099,"Wayne County, West Virginia",38933
54101,"Webster County, West Virginia",8362
54103,"Wetzel County, West Virginia",14431
54105,"Wirt County, West Virginia",5202
54107,"Wood County, West Virginia",84272
54109,"Wyoming County, West Virginia",21237
55001,"Adams County, Wisconsin",20730
55003,"Ashland County, Wisconsin",16041
55005,"Barron County, Wisconsin",46683
55007,"Bayfield County, Wisconsin",16214
55009,"Brown County, Wisconsin",268393
55011,"Buffalo County, Wisconsin",13329
55013,"Burnett County, Wisconsin",16561
55015,"Calumet County, Wisconsin",52361
55017,"Chippewa County, Wisconsin",66254
55019,"Clark County, Wisconsin",34703
55021,"Columbia County, Wisconsin",58272
55023,"Crawford County, Wisconsin",16123
55025,"Dane County, Wisconsin",559891
55027,"Dodge County, Wisconsin",89032
55029,"Door County, Wisconsin",30038
55031,"Douglas County, Wisconsin",44092
55033,"Dunn County, Wisconsin",45221
55035,"Eau Claire County, Wisconsin",105697
55037,"Florence County, Wisconsin",4574
55039,"Fond du Lac County, Wisconsin",104027
55041,"Forest County, Wisconsin",9239
55043,"Grant County, Wisconsin",51842
55045,"Green County, Wisconsin",37066
55047,"Green Lake County, Wisconsin",19093
55049,"Iowa County, Wisconsin",23766
55051,"Iron County, Wisconsin",6136
55053,"Jackson County, Wisconsin",20958
55055,"Jefferson County, Wisconsin",85932
55057,"Juneau County, Wisconsin",26695
55059,"Kenosha County, Wisconsin",168693
55061,"Kewaunee County, Wisconsin",20570
55063,"La Crosse County, Wisconsin",120216
55065,"Lafayette County, Wisconsin",16716
55067,"Langlade County, Wisconsin",19512
55069,"Lincoln County, Wisconsin",28402
55071,"Manitowoc County, Wisconsin",81242
55073,"Marathon County, Wisconsin",137820
55075,"Marinette County, Wisconsin",41827
55077,"Marquette County, Wisconsin",15619
55078,"Menominee County, Wisconsin",4279
55079,"Milwaukee County, Wisconsin",933063
55081,"Monroe County, Wisconsin",46208
55083,"Oconto County, Wisconsin",39048
55085,"Oneida County, Wisconsin",37799
55087,"Outagamie County, Wisconsin",190611
55089,"Ozaukee County, Wisconsin",91745
55091,"Pepin County, Wisconsin",7363
55093,"Pierce County, Wisconsin",42187
55095,"Polk County, Wisconsin",45128
55097,"Portage County, Wisconsin",70281
55099,"Price County, Wisconsin",14066
55101,"Racine County, Wisconsin",197068
55103,"Richland County, Wisconsin",17256
55105,"Rock County, Wisconsin",163817
55107,"Rusk County, Wisconsin",14179
55109,"St. Croix County, Wisconsin",93752
55111,"Sauk County, Wisconsin",65664
55113,"Sawyer County, Wisconsin",18057
55115,"Shawano County, Wisconsin",40848
55117,"Sheboygan County, Wisconsin",117741
55119,"Taylor County, Wisconsin",19979
55121,"Trempealeau County, Wisconsin",30679
55123,"Vernon County, Wisconsin",30811
55125,"Vilas County, Wisconsin",23146
55127,"Walworth County, Wisconsin",105127
55129,"Washburn County, Wisconsin",16685
55131,"Washington County, Wisconsin",136842
55133,"Waukesha County, Wisconsin",407290
55135,"Waupaca County, Wisconsin",51822
55137,"Waushara County, Wisconsin",24672
55139,"Winnebago County, Wisconsin",171197
55141,"Wood County, Wisconsin",74138
56001,"Albany County, Wyoming",37525
56003,"Big Horn County, Wyoming",11690
56005,"Campbell County, Wyoming",46857
56007,"Carbon County, Wyoming",14609
56009,"Converse County, Wyoming",13729
56011,"Crook County, Wyoming",7258
56013,"Fremont County, Wyoming",39402
56015,"Goshen County, Wyoming",12592
56017,"Hot Springs County, Wyoming",4616
56019,"Johnson County, Wyoming",8536
56021,"Laramie County, Wyoming",100316
56023,"Lincoln County, Wyoming",19794
56025,"Natrona County, Wyoming",79506
56027,"Niobrara County, Wyoming",2460
56029,"Park County, Wyoming",29878
56031,"Platte County, Wyoming",8618
56033,"Sheridan County, Wyoming",31176
56035,"Sublette County, Wyoming",8801
56037,"Sweetwater County, Wyoming",42079
56039,"Teton County, Wyoming",23346
56041,"Uinta County, Wyoming",20546
56043,"Washakie County, Wyoming",7725
56045,"Weston County, Wyoming",6870
